videojuego,Currency_Confusion,False_Urgency,Nagging,Near_Miss,Playing_by_Appointment,Preselection,Price_Anchoring,Reward_Manipulation,Social_Proof,Sunk_Cost,Time_Obstruction
Fortnite,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.15789473684210525,0.05263157894736842
