categoria_patron,sesgo_psicologico,0
Reward_Manipulation,Refuerzo_Intermitente,4
Sunk_Cost,Falacia_Coste_Hundido,3
Currency_Confusion,Disociacion_Financiera,2
False_Urgency,Aversion_a_la_Perdida,1
False_Urgency,Escasez,1
Nagging,Sobrecarga_Cognitiva,1
Nagging,FOMO,1
Near_Miss,Efecto_Zeigarnik,1
Playing_by_Appointment,Formacion_Habitos,1
Price_Anchoring,Efecto_Anclaje,1
Preselection,Sesgo_Status_Quo,1
Social_Proof,Efecto_Arrastre_(Bandwagon),1
Time_Obstruction,Disociacion_Temporal,1
